Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
São Luís Gonzaga do Maranhão;2111409;gonzaguense;FRANCISCO PEDREIRA MARTINS JUNIOR;909.164;17818;19.6;94.4;0.54;30;100952028.21;96366654.73;9144.38
São Mateus do Maranhão;2111508;sãomateuense;IVO REZENDE ARAGÃO;800.045;38829;48.53;95.3;0.616;9.49;166185462.89;158432699.9;10282.41
São Pedro da Água Branca;2111532;aguabraquense;MARILIA GONÇALVES DE OLIVEIRA;720.461;14338;19.9;96.3;0.605;46.15;66907008.83;63006603.67;9987.76
São Pedro dos Crentes;2111573;sãopedrense;LAHESIO RODRIGUES DO BONFIM;979.915;5783;5.9;97;0.6;12.05;33845825.33;30544471.18;17777.02
São Raimundo das Mangabeiras;2111607;mangabeirense;ACCIOLY CARDOSO LIMA E SILVA;3524.501;18672;5.3;98.2;0.61;6.45;94097289.32;88091211.09;38745.98
São Raimundo do Doca Bezerra;2111631;sãoraimundense;SELITON MIRANDA DE MELO;419.55;5650;13.47;97.8;0.516;10.31;34150879.71;35747991.98;8744.58
São Roberto;2111672;sãorobertense;DANIELLY COELHO TRABULSI NASCIMENTO;226.811;4544;20.03;96.4;0.516;64.52;38342845.66;40309632.8;6677.17
São Vicente Ferrer;2111706;vicentino;ADRIANO MACHADO DE FREITAS;393.928;19498;49.5;97.3;0.592;28.44;81308868.39;79533656.18;6493.02
Satubinha;2111722;satubinhense;ORLANDO PIRES FRANKLIN;441.811;8784;19.88;88.4;0.493;;66608980.98;67179540.63;6522.36
Senador Alexandre Costa;2111748;alexandrecostense;ORLANDO MAURO SOUSA AROUCHE;426.437;10207;23.94;95.3;0.538;22.86;53364292.52;51893389.12;9025.36
Senador La Rocque;2111763;laroquense;BARTOLOMEU GOMES ALVES;738.187;14700;19.91;98.8;0.602;;73301479.69;77417933.37;13387.31
Serrano do Maranhão;2111789;serranense;VALDINE DE CASTRO CUNHA;1165.318;10202;8.75;95.6;0.519;22.56;86646561.22;84550677.43;7006.1
Sítio Novo;2111805;sitionovense;ANTÔNIO COELHO RODRIGUES;3114.683;17074;5.48;95.1;0.564;18.8;85480245.91;95784323.33;12147.76
Sucupira do Norte;2111904;sucupirense;MARCONY DA SILVA DOS SANTOS;1074.435;10238;9.53;97;0.579;11.7;52313995.54;50020872.91;11874.38
Sucupira do Riachão;2111953;sucupirense;WALTERLINS RODRIGUES DE AZEVEDO;862.226;4985;5.78;96.5;0.568;33.33;30258461.12;29252941.82;8434.63
Tasso Fragoso;2112001;fragosense;ROBERTH CLEYDSON MARTINS COELHO;4369.159;8862;2.03;96.8;0.599;21.13;75363846.06;61158532.21;272095.76
Timbiras;2112100;timbirense;ANTONIO BORBA LIMA;1486.584;26484;17.82;92.4;0.537;10.87;111700111.33;118940080.4;6716.09
Timon;2112209;timonense;DINAIR SEBASTIANA VELOSO DA SILVA;1763.22;174465;98.95;96.9;0.649;14.74;623545728.38;647019586.9;13547.65
Trizidela do Vale;2112233;trizidelense;DEIBSON PEREIRA FREITAS;291.61;22484;77.1;96.6;0.606;12.23;122158063.54;125239547.3;23648.98
Tufilândia;2112274;tufilandense;VILDIMAR ALVES RICARDO;270.934;5507;20.33;99.4;0.555;;39263613.79;41564839.65;10236.97
Tuntum;2112308;tuntuense;FERNANDO PORTELA TELES PESSOA;3369.121;36251;10.76;96.2;0.572;16.88;178150475.3;169072509.3;8646.78
Turiaçu;2112407;turiense;EDESIO JOAO CAVALCANTI;2622.281;37491;14.3;96.7;0.561;16.27;164385150.77;164542868.6;8264.7
Turilândia;2112456;turilandense;JOSÉ PAULO DANTAS SILVA NETO;1507.622;31638;20.99;93.9;0.536;12.7;130492092.32;131125937.2;8544.48
Tutóia;2112506;tutoiense;RAIMUNDO NONATO ABRAÃO BAQUIL;1566.08;53356;34.07;96.6;0.561;10.24;234966123.57;227366722.3;9115.54
Urbano Santos;2112605;urbanosantense;CLEMILTON BARROS ARAÚJO;1707.621;32812;19.22;95.7;0.588;13.31;143441670.97;144671334.8;7325.64
Vargem Grande;2112704;vargemgrandense;JOSE CARLOS DE OLIVEIRA BARROS;1958.702;43261;22.09;88.9;0.542;8.32;229018325.59;241262313.9;7499.62
Viana;2112803;vianense;CARLOS AUGUSTO FURTADO CIDREIRA;1166.745;51442;44.09;97.5;0.618;12.5;201354961.15;229453399.7;9280.44
Vila Nova dos Martírios;2112852;vilanovense;JORGE VIEIRA DOS SANTOS FILHO;1190.008;10362;8.71;93;0.581;13.07;79309965.56;76240545.01;11372.37
Vitória do Mearim;2112902;vitoriense;RAIMUNDO NONATO EVERTON SILVA;716.719;30805;42.98;98.3;0.596;4.69;134085689.52;132696950.9;9656.01
Vitorino Freire;2113009;vitorinense;LUANNA MARTINS BRINGEL REZENDE ALVES;1193.385;30845;25.85;97.3;0.57;11.16;148611749.68;150150251.7;10328.9
Zé Doca;2114007;zédoquense;MARIA JOSENILDA CUNHA RODRIGUES;2140.109;40801;19.06;95.3;0.595;14.42;282679572.34;273548336.3;10867.33
