Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
Rialma;5218607;rialmense;FREDERICO GONÇALVES VIDIGAL;268.291;12165;45.34;99.7;0.727;40;60723400.02;56791740.04;28691.24
Rianápolis;5218706;rianapolino;GILBER ROQUE PEREIRA DE MIRANDA;157.379;3980;25.29;98.6;0.693;;29814778.59;25913888.62;17221.78
Rio Quente;5218789;rioquentense;ANA PAULA LIMA DE OLIVEIRA;244.655;3864;15.79;99;0.731;;65231805.91;59196366.76;68973.42
Rio Verde;5218805;rioverdense ou rioverdino;PAULO FARIA DO VALE;8374.255;225696;26.95;97;0.754;9.56;1893570127.89;1869418867;65948.14
Rubiataba;5218904;rubiatabense;WEBER SIVIRINO DA COSTA;750.659;19788;26.36;98.9;0.719;4.08;111397003.4;107121541.8;28277.26
Sanclerlândia;5219001;sanclerlandense;ITAMAR LEAO DO AMARAL;509.402;7918;15.54;99.4;0.736;;36180376.78;46852731.76;28513.05
Santa Bárbara de Goiás;5219100;santabarbarense;JOB MARTINS DE DEUS;140.957;6149;43.62;99.4;0.706;;41645520.49;35839434.03;22997.54
Santa Cruz de Goiás;5219209;santacruzano;ANGELO NATAL DA PAZ;1109.007;3002;2.71;99.3;0.688;76.92;37370537.46;32040858.68;106126.79
Santa Fé de Goiás;5219258;santafeense;EDIMILSON ALVES DOS SANTOS;1164.186;4951;4.25;98.7;0.713;;43020073.75;39143428.67;46582.9
Santa Helena de Goiás;5219308;santahelenense;JOAO ALBERTO VIEIRA RODRIGUES;1142.337;38492;33.7;97.3;0.724;12.45;156052115.45;210967870.3;41603.02
Santa Isabel;5219357;santaisabelense;CASSIA SILVIA CAIXETA DOURADO;812.756;3538;4.35;97.2;0.683;;33369759.18;33210785.95;32236.34
Santa Rita do Araguaia;5219407;santaritense;CARLOS TADEU ROCHA VIEIRA;1357.197;5924;4.36;94.3;0.714;14.08;42012792.06;40784597.99;22497.6
Santa Rita do Novo Destino;5219456;santaritense;ROBERTO JOÃO DE OLIVEIRA;970.448;2689;2.77;95.5;0.634;50;29292647.19;25925890.64;32686.66
Santa Rosa de Goiás;5219506;santarosense;ULISSES ALVES DE BRITO;166.44;2820;16.94;98.2;0.701;;30639539.44;29571073.81;31047.5
Santa Tereza de Goiás;5219605;santerezino;EDSON PALMEIRAS DOS SANTOS;789.544;3293;4.17;95.1;0.665;48.78;33174996.04;28059788.31;27303.62
Santa Terezinha de Goiás;5219704;terezinhense;KARLA CRISTINA MOREIRA ALVES;1206.6;10645;8.82;95.8;0.701;10.1;62920613.28;54653951.29;22756.37
Santo Antônio da Barra;5219712;santatoniense;JOSE CANDIDO DO NASCIMENTO;450.336;4267;9.48;96;0.691;83.33;53518342.93;45093827.11;65696
Santo Antônio de Goiás;5219738;santoantoniense;KLEBER COSME DE FREITAS;135.022;7386;54.7;97.1;0.723;14.29;52077034.19;47447877.41;23484.36
Santo Antônio do Descoberto;5219753;descobertense;ALEANDRO OLIVIO CALDATO;943.948;72127;76.41;96.9;0.665;12.44;223060328.79;206931389.9;10740.31
São Domingos;5219803;dominicano;CLEITON GONÇALVES MARTINS;3335.999;9711;2.91;96.7;0.597;27.52;58595564.87;56291954.89;15501.28
São Francisco de Goiás;5219902;franciscano;CLEUTON GOMES DE MOURA;416.535;6378;15.31;96.4;0.651;;44308214.37;40295576.26;20843.18
São João d'Aliança;5220009;sãojoanense;DÉBORA DOMINGUES CARVALHÊDO BARROS;3334.455;14041;4.21;96;0.685;6.99;71951191.59;75708349.52;39519.42
São João da Paraúna;5220058;joanino;UBIRAJARA ANTÔNIO DUARTE JUNIOR;286.979;1774;6.18;98.3;0.724;;22758738.79;24263814.99;106413.74
São Luís de Montes Belos;5220108;montebelense;ELDECÍRIO DA SILVA;829.62;33852;40.8;99.3;0.731;9.8;188088432.21;191394817.1;43113.66
São Luiz do Norte;5220157;sãoluizense;ELIEUDES DIAS DE MORAES;583.832;4837;8.28;98.7;0.669;30.77;40792741.85;37571818.81;26105.86
São Miguel do Araguaia;5220207;sãomiguelense;AZAIDE DONIZETTI BORGES MARTINS;6150.179;21900;3.56;96.6;0.664;6.8;129391484.32;128972672.3;31652.35
São Miguel do Passa Quatro;5220264;passaquatrense;GILMAR PEREIRA DE SOUZA;537.347;4464;8.31;98.1;0.697;60;38699604.39;33388774.82;77155.36
São Patrício;5220280;sampatriciense;DANILO MAX DE SOUZA COSTA;172.763;2143;12.4;98.6;0.693;;33197321.56;25040106.45;26200.79
São Simão;5220405;canalense;WALLISSON JOSE DE FREITAS;415.015;17020;41.01;97.3;0.72;32.43;147771202.68;144332609;67212.38
Senador Canedo;5220454;canedense;FERNANDO PELLOZO;247.005;155635;630.09;96.8;0.701;13.48;998240831.92;860095811.4;39235.95
Serranópolis;5220504;serranopolino;TARCIO DUTRA;5521.774;8027;1.45;97.1;0.681;10.1;81533230.84;71316709.49;74691.15
Silvânia;5220603;silvaniense;GERALDO LUIZ SANTANA;2349.924;22245;9.47;97.4;0.709;11.63;125435875.33;135472759.5;62830.64
Simolândia;5220686;simolandense;ILDETE GOMES FERREIRA;346.811;5742;16.56;97.5;0.645;13.51;31658605.99;25610742.16;25136.64
Sítio d'Abadia;5220702;sitiense;WEBER REIS LACERDA;1611.851;2927;1.82;97.6;0.617;;30813015.22;24248057.64;24972.69
Taquaral de Goiás;5221007;taquaralense;HELIO GONTIJO DE OLIVEIRA;205.665;4026;19.58;98.4;0.716;;31113980.34;22982833.83;25470.46
Teresina de Goiás;5221080;teresinense;KLEVERTON BARBOSA DE MELLO;784.793;2701;3.44;97.2;0.661;;30000862.09;27278955.07;11057.61
Terezópolis de Goiás;5221197;terezopolino;UILTON PEREIRA DOS SANTOS;107.407;7944;73.96;98.4;0.685;10;43348472.07;41462985.99;25350.44
Três Ranchos;5221304;triranchense;HUGO DELEON DE CARVALHO COSTA;284.034;2921;10.28;100;0.745;43.48;33352992.89;31689732.65;22565.69
Trindade;5221403;trindadense;MARDEN GABRIEL ALVES DE AGUIAR JUNIOR;712.69;142431;199.85;96.4;0.699;18.52;178167172.37;241417446.4;20200.76
Trombas;5221452;trombense;DELVAIR RAMOS MARINHO;802.905;3120;3.89;97.1;0.653;;28472027.48;25657381.89;20052.54
Turvânia;5221502;turvaniense;FAUSTO MARIANO GONÇALVES;482.317;4480;9.29;97.6;0.697;;26486123.48;30088404.34;45157.61
Turvelândia;5221551;turvelandense;SIRON QUEIROZ DOS SANTOS;935.659;4985;5.33;98.1;0.691;54.55;60828917.06;51196227.95;103995.03
Uirapuru;5221577;uirapuruense;ELIVAN RIBEIRO DOS SANTOS;1154.305;2798;2.42;97.7;0.67;114.29;33836466.02;28204011.33;27365.87
Uruaçu;5221601;uruaçuense;VALMIR PEDRO TEREZA;2142.484;42546;19.86;95.6;0.737;20.72;200839136.31;184454696.7;31588.72
Uruana;5221700;uruanense;NEI DOS REIS CRUZ;522.904;13729;26.26;94.9;0.703;8.26;88131378.57;75843883.68;21337.92
Urutaí;5221809;urutaíno;AILTON MARTINS DE OLIVEIRA;623.821;3553;5.7;97.3;0.732;62.5;28927176.36;33562996.5;53927.59
Valparaíso de Goiás;5221858;valparaisense;PÁBIO CORREIA LOPES;61.488;198861;3234.14;96.8;0.746;16.38;680814471.98;662785857.4;16870.66
Varjão;5221908;varjãoense;RAFAEL PEREIRA MACHADO FRANCO;517.402;3716;7.18;97.9;0.687;;32094382.75;29200297.92;27309.69
Vianópolis;5222005;vianopolino;SAMUEL DOS REIS COTRIM;954.115;14956;15.68;98.6;0.712;23.53;89529358.14;82457279.29;60900.61
Vicentinópolis;5222054;vicentinopolino;NEILTON FERREIRA DE OZEDA;733.794;8768;11.95;99.1;0.684;33.06;76275976.24;67919953.45;53340.72
Vila Boa;5222203;vilaboense;RUBENS FRANCISCO LOPES;1052.593;4215;4;96;0.647;25;39782351.77;35751060.7;27886.97
Vila Propício;5222302;propiciense;WALDILEI JOSE DE LEMOS;2181.593;5815;2.67;96.9;0.634;;55029562.19;46711795.38;51845.31
